affiliation,pmid,lon,lat,Country,Address
"Key Laboratory Of Neuropsychiatric Diseases, Jiangsu Key Laboratory Of Drug Discovery For Metabolic Diseases, And State Key Laboratory Of Natural Medicines, China Pharmaceutical University, Nanjing, China.",32265633,118.77875,32.072145,China,"24 Tongjia Alley, Gulou Qu, Nanjing Shi, Jiangsu Sheng, China"
"Center For Neuroscience Initiative, Auburn University, Auburn, Al, United States.",32265633,-85.4951663,32.5933574,United States,"Auburn, Al 36849, Usa"
"Department Of Neuroscience, Center Of Basic And Translational Stroke Research, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv, Usa.",32250296,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Pharmaceutical Systems And Policy, West Virginia University School Of Pharmacy, Robert C. Byrd Health Sciences Center [North], P.o. Box 9510, Morgantown, Wv 26506-9510. Electronic Address: Coi0001@Hsc.wvu.edu.",32229187,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Department Of Epidemiology, West Virginia University School Of Public Health, Morgantown, Wv 26506.",32229187,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"Department Of Pharmaceutical Systems And Policy, West Virginia University School Of Pharmacy, Robert C. Byrd Health Sciences Center [North], P.o. Box 9510, Morgantown, Wv 26506-9510.",32229187,-79.9582192,39.655109,United States,"Robert C. Bryd Health Sciences Center, 5706 Health Sciences Ctr S, Morgantown, Wv 26506, Usa"
"Department Of Orthopaedics, West Virginia University, Morgantown, Wv, Usa.",32211487,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Aurora Orthopedics, Aurora Sinai Medical Center Of Aurora Health Care Metro, Milwaukee, Wi, Usa.",32211487,-87.9276945,43.0424058,United States,"945 N 12th St, Milwaukee, Wi 53233, Usa"
"Division Of Plant And Soil Sciences, West Virginia University, Morgantown, West Virginia 26506.",32209590,-79.9700647,39.6457582,United States,"Morgantown, Wv 26505, Usa"
"Department Of Biology, West Virginia University, Morgantown, West Virginia 26506.",32209590,-79.9555987,39.6370334,United States,"Morgantown, Wv 26505, Usa"
"Department Of Biochemistry, West Virginia University, Morgantown, West Virginia 26506.",32209590,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Biostatistics, West Virginia University, Morgantown, West Virginia 26506.",32209590,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Division Of Plant And Soil Sciences, West Virginia University, Morgantown, West Virginia 26506 Kovinich@Yorku.ca.",32209590,-79.9700647,39.6457582,United States,"Morgantown, Wv 26505, Usa"
"Department Of Psychiatry And Behavioral Health, Wexner Medical Center, The Ohio State University, Columbus.",32202589,-83.0202977,39.9947481,United States,"1670 Upham Dr, Columbus, Oh 43210, Usa"
"Department Of Psychiatry, The Ohio State University College Of Medicine, Columbus.",32202589,-83.0202977,39.9947481,United States,"1670 Upham Dr, Columbus, Oh 43210, Usa"
"Abigail Wexner Research Institute, Nationwide Children's Hospital, Columbus, Ohio.",32202589,-82.98295449999999,39.9527857,United States,"575 Children's Crossroad, Columbus, Oh 43215, Usa"
"Ohio Department Of Mental Health And Addiction Services, Columbus.",32202589,-82.9993939,39.9628538,United States,"30 E Broad St, Columbus, Oh 43215, Usa"
"Rockefeller Neuroscience Institute, Behavioral Medicine And Psychiatry, West Virginia University, Morgantown.",32202589,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Neuroscience, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv 26506, Usa. Electronic Address: Jrbumgarner@Mix.wvu.edu.",32201267,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Neuroscience, Rockefeller Neuroscience Institute, West Virginia University, Morgantown, Wv 26506, Usa.",32201267,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"West Virginia University, Department Of Dental Practice And Rural Health, School Of Dentistry, 104a Health Sciences Addition, Po Box 9415, Morgantown, Wv 26506, Usa.",32190389,-79.957355,39.653415,United States,"1 Medical Center Dr, Morgantown, Wv 26505, Usa"
"West Virginia University, Department Of Dental Research, School Of Dentistry, 106a Health Sciences Addition, Po Box 9448, Morgantown, Wv 26506, Usa.",32190389,-79.957355,39.653415,United States,"1 Medical Center Dr, Morgantown, Wv 26505, Usa"
"West Virginia University, Department Of Epidemiology, School Of Public Health, Robert C Byrd Health Sciences Center North, Room G104c, Morgantown, Wv 26506, Usa.",32190389,-79.9580682,39.6549175,United States,"1 Medical Center Dr #1000, Morgantown, Wv 26506, Usa"
"West Virginia University, Department Of Dental Hygiene, School Of Dentistry, Robert C Byrd Health Sciences Center North, Room 1192a, Morgantown, Wv 26506, Usa.",32190389,-79.957355,39.653415,United States,"1 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Michigan State University, Department Of Family Medicine, College Of Human Medicine, Room B113, 788 Service Road, Lansing, Michigan 48824, Usa.",32190389,-84.4640125,42.7222739,United States,"965 Wilson Rd, East Lansing, Mi 48824, Usa"
"West Virginia University School Of Public Health, Department Of Occupational And Environmental Health Sciences, Morgantown, Wv 26506, Usa.",32178331,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"The Lamont-Doherty Earth Observatory At Columbia University, Palisades, Ny 10964, Usa.",32178331,-73.9090525,41.0035658,United States,"61 Rte 9w, Palisades, Ny 10964, Usa"
"Us Geological Survey, Reston, Va 201924, Usa.",32178331,-77.3697615,38.947948,United States,"U.s Geological Survey Dr, Reston, Va 20191, Usa"
"Program In Exposure Assessment And Human Health Effects At The Department Of Environmental Medicine, New York University School Of Medicine, Tuxedo, Ny 10987, Usa.",32178331,-74.2524212,41.1989564,United States,"57 Old Forge Rd, Tuxedo Park, Ny 10987, Usa"
"West Virginia University, Morgantown, West Virginia (S.u.k., M.o., M.u.k.).",32176890,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"John H. Stroger, Jr. Hospital Of Cook County, Chicago, Illinois (M.s.k.).",32176890,-87.67369,41.8728476,United States,"1969 Ogden Ave, Chicago, Il 60612, Usa"
"Johns Hopkins Bloomberg School Of Public Health, Baltimore, Maryland (D.z.).",32176890,-76.590198,39.2982897,United States,"615 N Wolfe St, Baltimore, Md 21205, Usa"
"Keele University, Stoke-On-Trent, United Kingdom, And Thomas Jefferson University, Philadelphia, Pennsylvania (M.a.m.).",32176890,-2.272053000000001,53.00343729999999,United Kingdom,"Keele, Newcastle St5 5bg, Uk"
"Johns Hopkins School Of Medicine, Baltimore, Maryland (N.s., R.k.h.).",32176890,-76.5933799,39.2992161,United States,"733 N Broadway, Baltimore, Md 21205, Usa"
"Saint Agnes Hospital, Baltimore, Maryland (A.a.).",32176890,-76.6735887,39.2716394,United States,"900 S Caton Ave, Baltimore, Md 21229, Usa"
"Johns Hopkins Bloomberg School Of Public Health And Johns Hopkins School Of Medicine, Baltimore, Maryland (E.d.m.).",32176890,-76.590198,39.2982897,United States,"615 N Wolfe St, Baltimore, Md 21205, Usa"
"Department Of Neonatology, Centre Hospitalier Universitaire Sud Réunion, Saint-Pierre Cedex, La Réunion.",32176317,55.4932086,-21.3463797,France,"410, 97 Avenue Du Président Mitterrand, Réunion"
"Center For Perinatal Studies Of The Indian Ocean (Cepoi), Centre Hospitalier Universitaire Sud Réunion, Saint-Pierre Cedex, La Réunion.",32176317,81.826172,-33.137551,India,Indian Ocean
"Department Of Obstetrics And Gynaecology, Robinson Institute, Lyell Mcewin Hospital, University Of Adelaide, Adelaide, Sa, Australia.",32176317,138.6062277,-34.920603,Australia,"Adelaide Sa 5005, Australia"
"Department Of Obstetrics And Gynecology, Policlinico Abano Terme, Negrar, Italy.",32176317,11.7882998,45.3587173,Italy,"35031 Abano Terme, Province Of Padua, Italy"
"Department Of Gynecology And Obstetrics, Centre Hospitalier Universitaire Sud Réunion, Saint-Pierre Cedex, La Réunion.",32176317,55.4932086,-21.3463797,France,"410, 97 Avenue Du Président Mitterrand, Réunion"
"Department Of Epidemiology, School Of Public Health, West Virginia University, Morgantown, Wv, Usa.",32176317,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"Sorbonne Université, Department Of Medical Oncology, Ap-Hp, Hôpital Saint-Antoine, F-7512, Paris, France; Division Of Biomedical Statistics And Informatics, Department Of Health Science Research, Mayo Clinic, Rochester, Mn, Usa. Electronic Address: Romain.cohen@Aphp.fr.",32172199,2.3827263,48.8488116,France,"184 Rue Du Faubourg Saint-Antoine, 75012 Paris, France"
"Methodology And Quality Of Life Unit In Oncology, University Hospital Of Besançon, F-25000, Besançon, France; University Bourgogne Franche-Comté, Inserm, Efs Bfc, Umr1098, Interactions Hôte-Greffon-Tumeur/Ingénierie Cellulaire Et Génique, F-25000, Besançon, France.",32172199,5.9623422,47.2230047,France,"8 Rue Du Dr Jean-François Xavier Girod, 25020 Besançon, France"
"Univ. Bordeaux, Inserm, Bordeaux Population Health Research Center, Epicene Team, Umr 1219, F-33000 Bordeaux, France; Inserm Cic1401, Clinical And Epidemiological Research Unit, Institut Bergonié, Comprehensive Cancer Center, F-33000, Bordeaux, France.",32172199,-0.6058001,44.8258818,France,"146 Rue Léo Saignat 11, 33076 Bordeaux, France"
"Université De Versailles-St Quentin &Amp; Institut Curie, Inserm U900, Équipe Biostatistique, France.",32172199,2.1415644,48.799627,France,"Bâtiment Buffon, 55 Avenue De Paris, 78000 Versailles, France"
"Memorial Sloan Kettering Cancer Center, New York, Ny, Usa.",32172199,-73.95624029999999,40.7641925,United States,"1275 York Ave, New York, Ny 10065, Usa"
"Department Of Oncology, Mayo Clinic, Rochester, Mn, Usa.",32172199,-92.4667508,44.0226729,United States,"200 1st St Sw, Rochester, Mn 55905, Usa"
"Service De Gastroentérologie Et Cancérologie Digestive, Hôpital Saint Louis, Aphp, Université De Paris, Paris, France.",32172199,2.3697699,48.87340649999999,France,"1 Avenue Claude Vellefaux, 75010 Paris, France"
"Bioclinic Oncology Unit Of Thessaloniki, Thessaloniki, France.",32172199,22.9444191,40.6400629,Greece,"Thessaloniki, Greece"
"Bc Cancer, Vancouver, Canada.",32172199,-123.118889,49.2618515,Canada,"600 W 10th Ave, Vancouver, Bc V5z 4e6, Canada"
"West Virginia University Cancer Institute, Morgantown Wv, Usa.",32172199,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"West Cancer Center And Research Institute, Germantown, Tn, Usa.",32172199,-89.79851219999999,35.1108235,United States,"7945 Wolf River Blvd, Germantown, Tn 38138, Usa"
"Department Of Gastroenterological Oncology, Saitama Medical University International Medical Center, Saitama, Japan.",32172199,139.324491,35.9218255,Japan,"1397-1 Yamane, Hidaka, Saitama 350-1298, Japan"
"University Hospital Southampton Nhs Foundation Trust, Southampton, Uk.",32172199,-1.4346812,50.93365619999999,United Kingdom,"Southampton General Hospital, Tremona Rd, Southampton So16 6yd, Uk"
"Adjuvant Colorectal Cancer Group, University Of Oxford, Uk.",32172199,-1.2543668,51.7548164,United Kingdom,"Oxford Ox1 2jd, Uk"
"Ospedale Papa Giovanni Xxiii, Bergamo, Italy.",32172199,9.638066,45.686107,Italy,"Piazza Oms, 1, 24127 Bergamo Bg, Italy"
"Istituto Oncologico Veneto-Irccs, Padova, Italy.",32172199,11.9039756,45.407017,Italy,"Via Luigi Pellizzo, 14, 35128 Padova Pd, Italy"
"Department Of Medical Oncology, Dana-Farber Cancer Institute, Boston, Usa.",32172199,-71.1081418,42.3375158,United States,"450 Brookline Ave, Boston, Ma 02215, Usa"
"Cancer Research Uk Clinical Trials Unit (Ctu), Institute Of Cancer Sciences, University Of Glasgow, Uk.",32172199,-4.2925851,55.8735672,United Kingdom,"Robertson Centre For Biostatistics, Boyd Orr Building, University Of, Glasgow G12 8qq, Uk"
"Department Of Medical Oncology, Amsterdam University Medical Centers, University Of Amsterdam, Netherlands.",32172199,4.959209599999999,52.2938961,Netherlands,"Meibergdreef 9, 1105 Az Amsterdam, Netherlands"
"Department Of Clinical Oncology, The Christie Nhs Foundation Trust, Manchester, Uk.",32172199,-2.228165,53.4295649,United Kingdom,"Wilmslow Rd, Manchester M20 4bx, Uk"
"Eortc Gi Study Group, Aio Colorectal Cancer Group, Martin Luther University, Halle, Germany.",32172199,11.9695315,51.4861319,Germany,"Universitätsplatz 10, 06108 Halle (Saale), Germany"
"Department Of Medicine, Division Of Hematology And Medical Oncology, Center For Advanced Digestive Care, Weill Cornell Medicine, New York-Presbyterian Hospital, New York, Ny, Usa.",32172199,-73.95425589999999,40.7643316,United States,"525 E 68th St, New York, Ny 10065, Usa"
"Medical Oncology Unit At Ospedale San Martino, Genova, Italy.",32172199,8.9696536,44.4079103,Italy,"Largo Rosanna Benzi, 10, 16132 Genova Ge, Italy"
"Medical School, University Of Crete, Heraklion, Greece.",32172199,25.0841732,35.3060458,Greece,"Andrea Kalokerinou 13, Giofirakia 715 00, Greece"
"Sorbonne Paris Cité, Paris Descartes University, Department Of Digestive Oncology, Georges Pompidou European Hospital, Paris, France.",32172199,2.2739604,48.83857889999999,France,"20 Rue Leblanc, 75015 Paris, France"
"National Cancer Center Hospital, Tokyo, Japan.",32172199,139.7677833,35.6655689,Japan,"5-Chōme-1-1 Tsukiji, Chuo City, Tōkyō-To 104-0045, Japan"
"Department Of Oncology, Lausanne University Hospital And University Of Lausanne, Switzerland.",32172199,6.6424293,46.5249174,Switzerland,"Rue Du Bugnon 46, 1011 Lausanne, Switzerland"
"Department Of Medical Oncology, Institut Régional Du Cancer De Montpellier (Icm), France.",32172199,3.8387344,43.64452980000001,France,"Parc Euromédecine, 208 Avenue Des Apothicaires, 34090 Montpellier, France"
"Biometrics Unit, Montpellier Cancer Institute, Univ Montpellier, Montpellier, France.",32172199,3.8387344,43.64452980000001,France,"Parc Euromédecine, 208 Avenue Des Apothicaires, 34090 Montpellier, France"
"National Cancer Center Hospital East, Kashiwa, Japan.",32172199,139.9419466,35.9016973,Japan,"6-Chōme-5-1 Kashiwanoha, Kashiwa, Chiba 277-8577, Japan"
"Nrg Oncology And University Of Pittsburgh, Usa.",32172199,-79.960835,40.4443533,United States,"4200 Fifth Ave, Pittsburgh, Pa 15260, Usa"
"Department Of Medical Oncology, Institut Hospitalier Franco Britannique, Levallois-Perret, France.",32172199,2.2793091,48.8918511,France,"4 Rue Kléber, 92300 Levallois-Perret, France"
"Division Of Biomedical Statistics And Informatics, Department Of Health Science Research, Mayo Clinic, Rochester, Mn, Usa.",32172199,-94.6858998,46.729553,United States,"Minnesota, Usa"
"Sorbonne Université, Department Of Medical Oncology, Ap-Hp, Hôpital Saint-Antoine, F-7512, Paris, France.",32172199,2.3412757,48.8507603,France,"15-21 Rue De L'école De Médecine, 75006 Paris, France"
"Department Of Biomedical Sciences, West Virginia School Of Osteopathic Medicine, Wv, Usa.",32140508,-80.4381192,37.8040415,United States,"400 N Lee St, Lewisburg, Wv 24901, Usa"
"Division Of Exercise Physiology, West Virginia University, Morgantown, Wv, Usa.",32140508,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Division Of Bioengineering And Bioinformatics, Graduate School Of Information Science And Technology, Hokkaido University, North 14, West 9, Kita-Ku, Sapporo, 060-0814, Japan.",32134072,141.3395733,43.07630109999999,Japan,"060-0814, Japan"
"Respiratory Health Division, National Institute For Occupational Safety And Health, Morgantown, West Virginia, Usa.",32132182,-79.95449380000001,39.6552559,United States,"1095 Willowdale Rd, Morgantown, Wv 26505, Usa"
"Department Of Medicine, New York University School Of Medicine, New York, New York, Usa.",32132182,-73.9740858,40.7423034,United States,"550 1st Avenue, New York, Ny 10016, Usa"
"Respiratory Health Division, National Institute For Occupational Safety And Health, Morgantown, West Virginia, Usa Gge5@Cdc.gov.",32132182,-79.95449380000001,39.6552559,United States,"1095 Willowdale Rd, Morgantown, Wv 26505, Usa"
"Department Of Medicine, West Virginia University, Morgantown, West Virginia, Usa.",32129573,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Division Of Cardiovascular Medicine, West Virginia University Heart &Amp; Vascular Institute, Morgantown, West Virginia, Usa.",32129573,-79.9574781,39.6534472,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Division Of Cardiovascular Medicine, University Of California San Diego, La Jolla, California, Usa.",32129573,-117.227457,32.876425,United States,"9444 Medical Center Dr, La Jolla, Ca 92037, Usa"
"Department Of Pharmaceutical Sciences, School Of Pharmacy, West Virginia University, Morgantown, West Virginia, Usa.",32129527,-79.9582192,39.655109,United States,"Robert C. Bryd Health Sciences Center, 5706 Health Sciences Ctr S, Morgantown, Wv 26506, Usa"
"Institute For Brain Research And Rehabilitation, South China Normal University, Guangzhou, People's Republic Of China.",32129527,113.264385,23.12911,China,"Guangzhou, Guangdong Province, China"
"Department Of Microbiology, Immunology And Cell Biology, School Of Medicine, West Virginia University, Morgantown, West Virginia, Usa.",32129527,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Bioinformatics Core, West Virginia University, Morgantown, West Virginia, Usa.",32129527,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Alexander B. Osborn Hematopoietic Malignancy And Transplantation Program, West Virginia University Cancer Institute, Morgantown, West Virginia, Usa.",32129527,-79.9584371,39.6539232,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"West Virginia University, Davis College Of Agriculture, Natural Resources And Design, Division Of Animal And Nutritional Sciences, Department Of Human Nutrition And Food, Morgantown, Wv, Usa.",32104600,-79.96915419999999,39.6457167,United States,"333 Evansdale Dr, Morgantown, Wv 26506, Usa"
"Department Of Behavioral Medicine And Psychiatry, West Virginia University, School Of Medicine, Morgantown, Wv, Usa.",32104600,-79.955772,39.6548872,United States,"930 Chestnut Ridge Rd, Morgantown, Wv 26505, Usa"
"Department Of Surgery, West Virginia University, School Of Medicine, Morgantown, Wv, Usa.",32104600,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Departments Of Physiology And Pharmacology, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Experimental Stroke Core, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Neuroscience, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Microbiology, Immunology And Cell Biology, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Basic Pharmaceutic Sciences, School Of Pharmacy, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Human Performance, School Of Medicine, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa.",32094435,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Neuroscience, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa. Xuren@Hsc.wvu.edu.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Microbiology, Immunology And Cell Biology, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa. Xuren@Hsc.wvu.edu.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Human Performance, School Of Medicine, Center For Basic And Translational Stroke Research; West Virginia University, Morgantown, West Virginia, 26506, Usa. Xuren@Hsc.wvu.edu.",32094435,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Department Of Physiology And Pharmacology, West Virginia University Health Science Center, Morgantown, West Virginia.",32067028,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Brain Health Research Institute, Kent State University, Kent, Ohio.",32067028,-81.33928829999999,41.1455594,United States,"800 E Summit St, Kent, Oh 44240, Usa"
"Department Of Biological Sciences, Kent State University, Kent, Ohio.",32067028,-81.3415744,41.1458679,United States,"Kent, Oh 44243, Usa"
"Department Of Neuroscience, Rockefeller Neuroscience Institute West Virginia University, Morgantown, Wv, 26506, Usa. William.walker2@Hsc.wvu.edu.",32066704,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Neuroscience, Rockefeller Neuroscience Institute West Virginia University, Morgantown, Wv, 26506, Usa.",32066704,-79.9600936,39.6533033,United States,"33 Medical Center Dr, Morgantown, Wv 26505, Usa"
"Department Of Medicine, West Virginia University, Morgantown, Wv, 26506, Usa.",32066704,-79.9573549,39.6534151,United States,"1 Medical Center Dr # 2283, Morgantown, Wv 26506, Usa"
"Department Of Internal Medicine, John H. Stroger Jr. Hospital Of Cook County, Chicago, Il (M.s.k.).",32065768,-87.67369,41.8728476,United States,"1969 Ogden Ave, Chicago, Il 60612, Usa"
"Department Of Internal Medicine, Dow University Of Health Sciences, Karachi, Pakistan (S.m., K.f.).",32065768,67.0109015,24.8576745,Pakistan,"Mission Rd, New Labour Colony Nanakwara, Karachi, Karachi City, Sindh 74200, Pakistan"
"Department Of Internal Medicine, West Virginia University, Morgantown (S.u.k.).",32065768,-79.9571351,39.6529222,United States,"1 Stadium Dr Ste 3, Morgantown, Wv 26506, Usa"
"Department Of Radiology, Vancouver General Hospital, University Of British Columbia, Canada (F.k.).",32065768,-123.2462723,49.2639741,Canada,"2211 Wesbrook Mall, Vancouver, Bc V6t 1z7, Canada"
"Division Of Cardiology, Johns Hopkins University School Of Medicine, Baltimore, Md (G.s., E.d.m.).",32065768,-76.5933799,39.2992161,United States,"733 N Broadway, Baltimore, Md 21205, Usa"
"West Virginia University, School Of Medicine, Rockefeller Neuroscience Institute, Department Of Behavioral Medicine And Psychiatry, 930 Chestnut Ridge Road, Morgantown, West Virginia, United States; West Virginia University, School Of Medicine, Department Of Neuroscience, United States. Electronic Address: Llander@Hsc.wvu.edu.",32058182,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"West Virginia University, School Of Medicine, Rockefeller Neuroscience Institute, Department Of Behavioral Medicine And Psychiatry, 930 Chestnut Ridge Road, Morgantown, West Virginia, United States; West Virginia University, School Of Medicine, Department Of Neuroscience, United States.",32058182,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
"Spinal Cord &Amp; Brain Injury Research Center, University Of Kentucky, Lexington, Ky 40536, Usa; Department Of Neuroscience, University Of Kentucky, Lexington, Ky 40536, Usa. Electronic Address: Heather.yonutas@Yahoo.com.",32057797,-82.45915509999999,27.9370929,United States,"6 Tampa General Cir, Tampa, Fl 33606, Usa"
"Spinal Cord &Amp; Brain Injury Research Center, University Of Kentucky, Lexington, Ky 40536, Usa; Department Of Neuroscience, University Of Kentucky, Lexington, Ky 40536, Usa; Lexington Va Healthcare System, Lexington, Ky 40502, Usa. Electronic Address: Bradhubbard@Uky.edu.",32057797,-82.45915509999999,27.9370929,United States,"6 Tampa General Cir, Tampa, Fl 33606, Usa"
"Spinal Cord &Amp; Brain Injury Research Center, University Of Kentucky, Lexington, Ky 40536, Usa; Currently Research Biologist, Brain Trauma Neuroprotection And Neurorestoration (Btnn) Branch, Walter Reed Army Institute Of Research (Wrair), Silver Spring, Md 20910, Usa. Electronic Address: Jignesh.d.pandya.civ@Mail.mil.",32057797,-82.45915509999999,27.9370929,United States,"6 Tampa General Cir, Tampa, Fl 33606, Usa"
"Spinal Cord &Amp; Brain Injury Research Center, University Of Kentucky, Lexington, Ky 40536, Usa; Department Of Neuroscience, University Of Kentucky, Lexington, Ky 40536, Usa. Electronic Address: Hemendravekaria@Uky.edu.",32057797,-82.45915509999999,27.9370929,United States,"6 Tampa General Cir, Tampa, Fl 33606, Usa"
"Department Of Pharmaceutical Sciences, School Of Pharmacy, West Virginia University, Morgantown 26501, Usa. Electronic Address: Werner.geldenhuys@Hsc.wvu.edu.",32057797,-79.9582192,39.655109,United States,"Robert C. Bryd Health Sciences Center, 5706 Health Sciences Ctr S, Morgantown, Wv 26506, Usa"
"Spinal Cord &Amp; Brain Injury Research Center, University Of Kentucky, Lexington, Ky 40536, Usa; Department Of Neuroscience, University Of Kentucky, Lexington, Ky 40536, Usa; Lexington Va Healthcare System, Lexington, Ky 40502, Usa. Electronic Address: Patsullivan@Uky.edu.",32057797,-82.45915509999999,27.9370929,United States,"6 Tampa General Cir, Tampa, Fl 33606, Usa"
"Institute Of Cardiovascular Research, The Key Laboratory Of Medical Electrophysiology Of Ministry Of Education, Southwest Medical University, Luzhou, Pr China.",32057736,105.44462300000001,28.882371,China,"319 Zhongshan Rd 3rd Section, Jiangyang Qu, Luzhou Shi, Sichuan Sheng, China"
"Department Of Pharmacology And Physiology, Saint Louis University School Of Medicine, St. Louis, Mo, Usa.",32057736,-90.2377947,38.6224549,United States,"1402 S Grand Blvd, St. Louis, Mo 63104, Usa"
"Department Of Physiology And Pharmacology, West Virginia University, Morgantown, Wv, Usa.",32057736,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
"Division Of Cardiology, Department Of Medicine, Karolinska University Hospital, Karolinska Institutet, Stockholm, Sweden. Electronic Address: Zhichao.zhou@Ki.se.",32057736,18.0236579,59.34814839999999,Sweden,"Solnavägen 1, 171 77 Solna, Sweden"
"Behavioral, Epidemiological &Amp; Clinical Sciences Fhi 360 Durham Usa.",32051657,99,99,United States,"Morgantown, Wv 26506, Usa"
Desmond Tutu Hiv Centre University Of Cape Town Cape Town South Africa.,32051657,18.4658651,-33.9429673,South Africa,"Wernher Beit North Bldg University Of, Anzio Rd, Observatory, Cape Town, 7925, South Africa"
Department Of Medicine University Of California San Francisco School Of Medicine San Francisco Usa.,32051657,-122.4597539,37.7627015,United States,"533 Parnassus Ave, San Francisco, Ca 94143, Usa"
Section Of Infectious Diseases West Virginia University School Of Medicine Morgantown Usa.,32051657,-79.9581012,39.6548131,United States,"1 Medical Center Dr, Morgantown, Wv 26506, Usa"
Division Of Sexually Transmitted Disease Prevention Centers For Disease Control Atlanta Usa.,32051657,-84.328008,33.7993178,United States,"1600 Clifton Rd, Atlanta, Ga 30333, Usa"
Department Of Epidemiology University Of North Carolina At Chapel Hill Chapel Hill Usa.,32051657,-79.05433169999999,35.906139,United States,"Chapel Hill, Nc 27516, Usa"
"Psychology, West Virginia University, Morgantown, West Virginia, Usa.",32051253,-79.9694966,39.6493421,United States,"390 Birch St, Morgantown, Wv 26505, Usa"
"School Of Medicine, University Of Tasmania Faculty Of Health, Hobart, Tasmania, Australia.",32051253,147.3298064,-42.8788709,Australia,"Level 1, Medical Science 1, 17 Liverpool St, Hobart Tas 7000, Australia"
"Social And Behavioral Sciences, West Virginia University School Of Public Health, Morgantown, West Virginia, Usa.",32051253,-79.9581007,39.654813,United States,"Morgantown, Wv 26506, Usa"
"Wv Prevention Research Center, West Virginia University School Of Public Health, Morgantown, West Virginia, Usa.",32051253,-79.9594886,39.654181,United States,"Po Box 9190, Morgantown, Wv 26506, Usa"
"Health Sciences And Technology Academy, West Virginia University, Morgantown, West Virginia, Usa.",32051253,-79.9697147,39.648035900000004,United States,"Morgantown, Wv 26506, Usa"
